User,Text,Date,lat,long
BryanVacchioJr,Can't wait to see where he ends up! A great athlete and a great guy! I will always have a soft spot for LSU and Leonard Fournette for how they treated us and our state when we had the flood. ,2020-08-31 20:34:26+00:00,29.248770088415657,-95.30515450500717
MrBlair24,Madden out here tryna flood Twitter with codes so nobody notices the hashtag from yesterday,2020-08-31 20:27:45+00:00,31.581339035503103,-101.19452827617032
SatOnMeeting,The most resplendent rainbows come after you choose to survive life's darkest storms. Don't flood your heart with self-doubt. ~ Dodinsky #resilience #hanginthere #faith #hope #SelfLove ,2020-08-31 20:27:25+00:00,28.95312058503359,-98.31807853608201
BransonWX,"At 8:05 PM EDT, 3 WNW Riverdale [Clayton Co, GA] EMERGENCY MNGR reports FLASH FLOOD. FIRST RESPONDERS REPORTED APARTMENTS OFF SHELDON COURT WERE FLOODED WITH AT LEAST 8 INCHES OF WATER. TIME ESTIMATED. https://mesonet.agron.iastate.edu/lsr/#FFC/202008310005/202008310005",2020-08-31 20:24:12+00:00,30.979870625655067,-104.75810779581454
The_31,Every year I flood your timeliness just for the 0.00001% chance I can get madden for free.,2020-08-31 20:23:44+00:00,33.160692912885345,-99.56689031666149
TropicalFunnies,Very fast flash flooding on my driveway would not be surprised if a Flash Flood Warning is Issued ,2020-08-31 20:22:50+00:00,30.204738578589772,-96.14332448855266
MissRobinAustin,"You don't forget. You just learn 2 ""compartmentalize"" better. But when your guard is down,a smell,a sound, a memory..Triggers a flood of memories. Both good &amp; painful at the same time. But you never don't have to worry about forgetting. He will always be in a corner of your mind.",2020-08-31 20:22:18+00:00,31.084960567098523,-101.79065685926778
BransonWX,"At 8:05 PM EDT, 1 SW Morrow [Clayton Co, GA] EMERGENCY MNGR reports FLASH FLOOD. PART OF JESTERS CREEK TRAIL WASHED OUT NEAR COMMERCE ROAD, IN THE MORROW COMMUNITY. TWO TO THREE INCHES OF RAIN OCCURRED IN ABOUT 1 TO 2 HOURS. TIME ESTIMATED. https://mesonet.agron.iastate.edu/lsr/#FFC/202008310005/202008310005",2020-08-31 20:21:12+00:00,32.51093528522179,-100.40571005979157
IsaacAndrewHal1,GUYZ I THINK IM UNDER A FLASH FLOOD WATCH FOR 3 DAYS IT STARTS TODAY AT 7 PM NOOOOOO,2020-08-31 20:16:26+00:00,30.72025144011672,-102.09306205661987
BransonWX,"At 8:00 PM EDT, 2 NNW Riverdale [Clayton Co, GA] EMERGENCY MNGR reports FLASH FLOOD. PART OF ROAD COLLAPSED DUE TO HEAVY RAIN AT ENTRANCE OF AN APARTMENT COMPLEX OFF GARDEN WALK BLVD. TIME ESTIMATED. RADAR ESTIMATED MORE THAN 3 INCHES OF RAIN OCCURRED... https://mesonet.agron.iastate.edu/lsr/#FFC/202008310000/202008310000",2020-08-31 20:15:58+00:00,32.73713871977723,-98.28372083062682
